name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,regional_sales_total,decade,sales_tier,is_high_seller,na_sales_share,eu_sales_share,jp_sales_share,other_sales_share,dominant_region
Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89,0.89,2000s,medium,0,0.8314606741573034,0.033707865168539325,0.0,0.1348314606741573,North America
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89,0.89,2000s,medium,0,0.5168539325842697,0.1910112359550562,0.2696629213483146,0.02247191011235955,North America
The Jak and Daxter Collection,PS3,2012,Platform,Sony Computer Entertainment,0.6,0.19,0.0,0.1,0.89,0.89,2010s,medium,0,0.6741573033707865,0.21348314606741572,0.0,0.11235955056179776,North America
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89,0.8999999999999999,2000s,medium,0,0.4666666666666667,0.1777777777777778,0.33333333333333337,0.022222222222222227,North America
Pokemon Card GB2: Here Comes Team GR!,GB,2001,Strategy,Nintendo,0.0,0.0,0.89,0.0,0.89,0.89,2000s,medium,0,0.0,0.0,1.0,0.0,Japan
Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0.0,0.02,0.89,0.8899999999999999,2000s,medium,0,0.7752808988764045,0.20224719101123598,0.0,0.022471910112359553,North America
CSI: Hard Evidence,Wii,2008,Adventure,Ubisoft,0.36,0.43,0.0,0.1,0.89,0.89,2000s,medium,0,0.4044943820224719,0.4831460674157303,0.0,0.11235955056179776,Europe
Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89,0.8900000000000001,1990s,medium,0,0.17977528089887637,0.12359550561797751,0.6292134831460674,0.06741573033707864,Japan
F1 2009,Wii,2009,Racing,Codemasters,0.15,0.63,0.0,0.11,0.89,0.89,2000s,medium,0,0.16853932584269662,0.7078651685393258,0.0,0.12359550561797752,Europe
NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0.0,0.11,0.89,0.89,2000s,medium,0,0.4943820224719101,0.3820224719101124,0.0,0.12359550561797752,North America
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.28,0.47,0.0,0.14,0.89,0.89,2010s,medium,0,0.31460674157303375,0.5280898876404494,0.0,0.15730337078651688,Europe
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89,0.88,2010s,medium,0,0.23863636363636362,0.14772727272727273,0.5227272727272727,0.09090909090909091,Japan
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89,0.8900000000000001,2010s,medium,0,0.4719101123595505,0.40449438202247184,0.04494382022471909,0.07865168539325842,North America
F1 2010,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89,0.88,2010s,medium,0,0.20454545454545453,0.6704545454545454,0.011363636363636364,0.11363636363636365,Europe
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,0.81,0.0,0.01,0.07,0.89,0.8900000000000001,2000s,medium,0,0.9101123595505617,0.0,0.011235955056179773,0.07865168539325842,North America
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0.0,0.09,0.89,0.89,2000s,medium,0,0.011235955056179775,0.8876404494382023,0.0,0.10112359550561797,Europe
Wii Fit U,WiiU,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89,0.8999999999999999,2010s,medium,0,0.4333333333333334,0.26666666666666666,0.23333333333333334,0.06666666666666667,North America
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89,0.8800000000000001,2010s,medium,0,0.625,0.28409090909090906,0.011363636363636362,0.07954545454545454,North America
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,Activision,0.6,0.21,0.0,0.08,0.89,0.8899999999999999,2010s,medium,0,0.6741573033707866,0.2359550561797753,0.0,0.08988764044943821,North America
MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0.0,0.06,0.89,0.8900000000000001,2000s,medium,0,0.5505617977528089,0.38202247191011235,0.0,0.06741573033707864,North America
SingStar Anthems,PS2,2006,Misc,Sony Computer Entertainment,0.0,0.68,0.0,0.2,0.89,0.8800000000000001,2000s,medium,0,0.0,0.7727272727272727,0.0,0.22727272727272727,Europe
Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,0.0,0.0,0.89,0.0,0.89,0.89,1990s,medium,0,0.0,0.0,1.0,0.0,Japan
Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88,0.8899999999999999,1990s,medium,0,0.49438202247191015,0.3370786516853933,0.10112359550561799,0.06741573033707865,North America
WWE SmackDown vs. Raw 2011,X360,2010,Fighting,THQ,0.44,0.36,0.0,0.08,0.88,0.88,2010s,medium,0,0.5,0.40909090909090906,0.0,0.09090909090909091,North America
Sleeping Dogs,X360,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88,0.88,2010s,medium,0,0.4318181818181818,0.4659090909090909,0.011363636363636364,0.09090909090909091,Europe
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88,0.88,2000s,medium,0,0.011363636363636364,0.8977272727272728,0.0,0.09090909090909091,Europe
Peppa Pig: The Game,DS,2008,Misc,Pinnacle,0.0,0.82,0.0,0.06,0.88,0.8799999999999999,2000s,medium,0,0.0,0.9318181818181819,0.0,0.06818181818181819,Europe
Michael Jackson: The Experience,X360,2011,Misc,Ubisoft,0.62,0.2,0.0,0.07,0.88,0.8900000000000001,2010s,medium,0,0.696629213483146,0.2247191011235955,0.0,0.07865168539325842,North America
Ghostbusters: The Video Game,Wii,2009,Action,Atari,0.6,0.21,0.0,0.08,0.88,0.8899999999999999,2000s,medium,0,0.6741573033707866,0.2359550561797753,0.0,0.08988764044943821,North America
Rock Band 3,X360,2010,Misc,MTV Games,0.73,0.1,0.0,0.06,0.88,0.8899999999999999,2010s,medium,0,0.8202247191011237,0.11235955056179778,0.0,0.06741573033707865,North America
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88,0.8700000000000001,2010s,medium,0,0.3448275862068965,0.2528735632183908,0.3448275862068965,0.05747126436781609,North America
NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88,0.88,2000s,medium,0,0.48863636363636365,0.3863636363636364,0.0,0.125,North America
Buzz! The Mega Quiz,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0.0,0.5,0.88,0.88,2000s,medium,0,0.36363636363636365,0.06818181818181818,0.0,0.5681818181818182,Other
Endless Ocean: Blue World,Wii,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88,0.8799999999999999,2000s,medium,0,0.5340909090909092,0.25000000000000006,0.13636363636363638,0.07954545454545456,North America
Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0.0,0.06,0.88,0.8800000000000001,1990s,medium,0,0.5568181818181818,0.37499999999999994,0.0,0.06818181818181818,North America
Just Cause 3,XOne,2015,Action,Square Enix,0.42,0.38,0.0,0.07,0.88,0.8700000000000001,2010s,medium,0,0.4827586206896551,0.43678160919540227,0.0,0.08045977011494253,North America
Metal Gear Ac!d,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88,0.8700000000000001,2000s,medium,0,0.36781609195402293,0.29885057471264365,0.1379310344827586,0.1954022988505747,North America
Cooking Mama: World Kitchen,Wii,2008,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88,0.88,2000s,medium,0,0.5795454545454546,0.31818181818181823,0.011363636363636364,0.09090909090909091,North America
Tekken Tag Tournament 2,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88,0.8800000000000001,2010s,medium,0,0.3181818181818182,0.37499999999999994,0.1477272727272727,0.1590909090909091,Europe
ESPN NHL 2K5,PS2,2004,Sports,Global Star,0.43,0.33,0.0,0.11,0.88,0.87,2000s,medium,0,0.4942528735632184,0.37931034482758624,0.0,0.12643678160919541,North America
GRID,X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88,0.87,2000s,medium,0,0.37931034482758624,0.5057471264367817,0.011494252873563218,0.10344827586206896,Europe
Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88,0.8700000000000001,2000s,medium,0,0.09195402298850573,0.1264367816091954,0.7126436781609194,0.0689655172413793,Japan
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0.0,0.03,0.87,0.8700000000000001,2000s,medium,0,0.7471264367816092,0.21839080459770113,0.0,0.03448275862068965,North America
Spec Ops: Ranger Elite,PS,2001,Shooter,TalonSoft,0.49,0.33,0.0,0.06,0.87,0.8800000000000001,2000s,medium,0,0.5568181818181818,0.37499999999999994,0.0,0.06818181818181818,North America
Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87,0.8800000000000001,1990s,medium,0,0.5568181818181818,0.37499999999999994,0.0,0.06818181818181818,North America
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0.0,0.06,0.87,0.8699999999999999,2010s,medium,0,0.8045977011494253,0.12643678160919541,0.0,0.06896551724137932,North America
DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0.0,0.09,0.87,0.87,2000s,medium,0,0.4367816091954023,0.4597701149425288,0.0,0.10344827586206896,Europe
Derby Stallion II,SNES,1994,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87,0.87,1990s,medium,0,0.0,0.0,1.0,0.0,Japan
Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,0.71,0.11,0.0,0.06,0.87,0.8799999999999999,2010s,medium,0,0.8068181818181819,0.12500000000000003,0.0,0.06818181818181819,North America
Red Faction: Guerrilla,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87,0.87,2000s,medium,0,0.5517241379310345,0.3333333333333333,0.011494252873563218,0.10344827586206896,North America
Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0.0,0.03,0.87,0.88,2000s,medium,0,0.6931818181818181,0.2727272727272727,0.0,0.03409090909090909,North America
Mercenaries 2: World in Flames,PS3,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87,0.87,2000s,medium,0,0.3333333333333333,0.4597701149425288,0.022988505747126436,0.1839080459770115,Europe
Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87,0.8699999999999999,1990s,medium,0,0.49425287356321845,0.33333333333333337,0.10344827586206898,0.06896551724137932,North America
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,0.88,2000s,medium,0,0.8295454545454545,0.03409090909090909,0.0,0.13636363636363635,North America
Pictionary,Wii,2010,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87,0.8700000000000001,2010s,medium,0,0.7011494252873562,0.21839080459770113,0.0,0.08045977011494253,North America
NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0.0,0.0,0.06,0.87,0.8799999999999999,2010s,medium,0,0.9318181818181819,0.0,0.0,0.06818181818181819,North America
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87,0.8699999999999999,2010s,medium,0,0.4252873563218391,0.3448275862068966,0.10344827586206898,0.12643678160919541,North America
NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06,0.87,0.8700000000000001,1990s,medium,0,0.5517241379310344,0.3793103448275862,0.0,0.0689655172413793,North America
Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87,0.8700000000000001,2000s,medium,0,0.16091954022988506,0.6206896551724138,0.011494252873563216,0.2068965517241379,Europe
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.46,0.31,0.02,0.09,0.87,0.88,2000s,medium,0,0.5227272727272727,0.3522727272727273,0.022727272727272728,0.10227272727272727,North America
Tony Hawk's Project 8,PS2,2006,Sports,Activision,0.72,0.03,0.0,0.12,0.87,0.87,2000s,medium,0,0.8275862068965517,0.034482758620689655,0.0,0.13793103448275862,North America
Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87,0.87,2010s,medium,0,0.5287356321839081,0.3333333333333333,0.0,0.13793103448275862,North America
NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87,0.8700000000000001,1990s,medium,0,0.5517241379310344,0.3793103448275862,0.0,0.0689655172413793,North America
Buzz! Master Quiz,PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87,0.87,2000s,medium,0,0.2298850574712644,0.5057471264367817,0.0,0.26436781609195403,Europe
Brothers in Arms: Hell's Highway,X360,2008,Shooter,Ubisoft,0.47,0.31,0.0,0.09,0.87,0.87,2000s,medium,0,0.5402298850574713,0.3563218390804598,0.0,0.10344827586206896,North America
Fight Night Round 2,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0.0,0.12,0.87,0.87,2000s,medium,0,0.8275862068965517,0.034482758620689655,0.0,0.13793103448275862,North America
Wizards of Waverly Place,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0.0,0.08,0.87,0.87,2000s,medium,0,0.6781609195402298,0.2298850574712644,0.0,0.09195402298850575,North America
Scooby-Doo! First Frights,DS,2009,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0.0,0.07,0.87,0.8700000000000001,2000s,medium,0,0.7241379310344827,0.1954022988505747,0.0,0.08045977011494253,North America
Conflict: Desert Storm,XB,2002,Shooter,SCi,0.48,0.37,0.0,0.02,0.87,0.87,2000s,medium,0,0.5517241379310345,0.42528735632183906,0.0,0.022988505747126436,North America
Triple Play 2002,PS2,2002,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87,0.87,2000s,medium,0,0.4942528735632184,0.37931034482758624,0.0,0.12643678160919541,North America
Vagrant Story,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87,0.8600000000000001,2000s,medium,0,0.34883720930232553,0.23255813953488372,0.34883720930232553,0.0697674418604651,North America
Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87,0.87,2000s,medium,0,0.13793103448275862,0.5977011494252874,0.0,0.26436781609195403,Europe
Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,0.8700000000000001,2000s,medium,0,0.1264367816091954,0.10344827586206895,0.7356321839080459,0.03448275862068965,Japan
Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.32,0.0,0.08,0.87,0.87,2010s,medium,0,0.5402298850574713,0.367816091954023,0.0,0.09195402298850575,North America
Enduro,2600,1982,Misc,Quelle,0.81,0.05,0.0,0.01,0.87,0.8700000000000001,1980s,medium,0,0.9310344827586207,0.05747126436781609,0.0,0.011494252873563216,North America
Tales of Xillia 2,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87,0.8700000000000001,2010s,medium,0,0.22988505747126436,0.17241379310344826,0.5172413793103448,0.08045977011494253,Japan
SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0.0,0.18,0.87,0.8699999999999999,2000s,medium,0,0.11494252873563221,0.67816091954023,0.0,0.20689655172413796,Europe
Monster Strike 3DS,3DS,2015,Action,"mixi, Inc",0.0,0.0,0.86,0.0,0.86,0.86,2010s,medium,0,0.0,0.0,1.0,0.0,Japan
Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.63,0.0,0.11,0.86,0.86,2000s,medium,0,0.13953488372093023,0.7325581395348837,0.0,0.12790697674418605,Europe
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,0.86,2000s,medium,0,0.011627906976744186,0.8372093023255813,0.13953488372093023,0.011627906976744186,Europe
Darksiders II,PS3,2012,Action,THQ,0.35,0.37,0.01,0.14,0.86,0.87,2010s,medium,0,0.4022988505747126,0.42528735632183906,0.011494252873563218,0.16091954022988508,Europe
Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,0.34,0.37,0.0,0.15,0.86,0.86,2000s,medium,0,0.39534883720930236,0.43023255813953487,0.0,0.1744186046511628,Europe
The World Ends With You,DS,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86,0.8600000000000001,2000s,medium,0,0.627906976744186,0.0697674418604651,0.24418604651162787,0.05813953488372093,North America
Rocky,PS2,2002,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,0.86,2000s,medium,0,0.4883720930232558,0.38372093023255816,0.0,0.12790697674418605,North America
Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86,0.86,2010s,medium,0,0.0,0.0,1.0,0.0,Japan
Ford Racing,PS,2001,Racing,Empire Interactive,0.48,0.33,0.0,0.06,0.86,0.8700000000000001,2000s,medium,0,0.5517241379310344,0.3793103448275862,0.0,0.0689655172413793,North America
Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.86,0.8600000000000001,1990s,medium,0,0.9418604651162791,0.04651162790697674,0.0,0.011627906976744184,North America
MLB 99,PS,1998,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86,0.8600000000000001,1990s,medium,0,0.5581395348837208,0.3720930232558139,0.0,0.0697674418604651,North America
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,Atari,0.22,0.34,0.18,0.12,0.86,0.86,2000s,medium,0,0.2558139534883721,0.39534883720930236,0.20930232558139533,0.13953488372093023,Europe
The Legendary Starfy,DS,2008,Platform,Nintendo,0.61,0.0,0.2,0.05,0.86,0.8600000000000001,2000s,medium,0,0.7093023255813953,0.0,0.23255813953488372,0.05813953488372093,North America
2010 FIFA World Cup South Africa,X360,2010,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86,0.86,2010s,medium,0,0.37209302325581395,0.5,0.023255813953488372,0.10465116279069767,Europe
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,0.8500000000000001,2000s,medium,0,0.19999999999999998,0.15294117647058822,0.6,0.047058823529411764,Japan
Ninja Gaiden Sigma 2,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86,0.86,2000s,medium,0,0.6046511627906977,0.18604651162790697,0.09302325581395349,0.11627906976744187,North America
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,0.35,0.43,0.0,0.07,0.85,0.8500000000000001,2010s,medium,0,0.41176470588235287,0.5058823529411764,0.0,0.08235294117647059,Europe
Skate 2,PS3,2009,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85,0.85,2000s,medium,0,0.5411764705882354,0.3058823529411765,0.011764705882352941,0.1411764705882353,North America
FIFA Soccer 08,DS,2007,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85,0.86,2000s,medium,0,0.11627906976744187,0.7558139534883721,0.0,0.12790697674418605,Europe
Army Men: Air Attack,PS,1999,Action,3DO,0.47,0.32,0.0,0.06,0.85,0.8500000000000001,1990s,medium,0,0.5529411764705882,0.3764705882352941,0.0,0.07058823529411763,North America
Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85,0.85,2000s,medium,0,0.5411764705882354,0.36470588235294116,0.0,0.09411764705882353,North America
Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.78,0.01,0.0,0.07,0.85,0.8600000000000001,2000s,medium,0,0.9069767441860465,0.011627906976744184,0.0,0.0813953488372093,North America
NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85,0.8600000000000001,2000s,medium,0,0.9186046511627907,0.0,0.0,0.0813953488372093,North America
Far Cry: Primal,XOne,2016,Action,Ubisoft,0.46,0.32,0.0,0.07,0.85,0.8500000000000001,2010s,medium,0,0.5411764705882353,0.3764705882352941,0.0,0.08235294117647059,North America
Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85,0.8599999999999999,1990s,medium,0,0.16279069767441864,0.10465116279069768,0.6627906976744187,0.06976744186046513,Japan
Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0.0,0.03,0.85,0.8500000000000001,2000s,medium,0,0.7529411764705882,0.2117647058823529,0.0,0.035294117647058816,North America
Army of Two: The 40th Day,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,0.84,2010s,medium,0,0.5238095238095238,0.32142857142857145,0.011904761904761906,0.14285714285714285,North America
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0.0,0.06,0.85,0.8400000000000001,2000s,medium,0,0.8809523809523808,0.047619047619047616,0.0,0.07142857142857142,North America
Castlevania III: Dracula's Curse,NES,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85,0.8500000000000001,1980s,medium,0,0.47058823529411764,0.08235294117647059,0.4352941176470588,0.011764705882352941,North America
Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.47,0.0,0.1,0.85,0.85,2000s,medium,0,0.3294117647058824,0.5529411764705883,0.0,0.11764705882352942,Europe
Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0.0,0.06,0.85,0.8500000000000001,1990s,medium,0,0.5529411764705882,0.3764705882352941,0.0,0.07058823529411763,North America
Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0.06,0.0,0.09,0.85,0.85,2000s,medium,0,0.8235294117647058,0.07058823529411765,0.0,0.10588235294117647,North America
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.35,0.0,0.14,0.85,0.85,2010s,medium,0,0.4235294117647059,0.4117647058823529,0.0,0.1647058823529412,North America
Overwatch,XOne,2016,Shooter,Activision,0.52,0.25,0.0,0.08,0.85,0.85,2010s,medium,0,0.611764705882353,0.29411764705882354,0.0,0.09411764705882353,North America
Ratatouille,PS2,2007,Action,THQ,0.31,0.0,0.0,0.53,0.85,0.8400000000000001,2000s,medium,0,0.369047619047619,0.0,0.0,0.6309523809523809,Other
NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85,0.8500000000000001,1990s,medium,0,0.5529411764705882,0.3764705882352941,0.0,0.07058823529411763,North America
Burnout 2: Point of Impact,PS2,2002,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,0.85,2000s,medium,0,0.49411764705882355,0.3764705882352941,0.0,0.12941176470588237,North America
Kirby: Planet Robobot,3DS,2016,Action,Nintendo,0.26,0.1,0.44,0.04,0.85,0.8400000000000001,2010s,medium,0,0.3095238095238095,0.11904761904761904,0.5238095238095237,0.047619047619047616,Japan
Street Fighter EX3,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.08,0.85,0.85,2000s,medium,0,0.3764705882352941,0.29411764705882354,0.23529411764705885,0.09411764705882353,North America
Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,0.52,0.25,0.0,0.07,0.85,0.8400000000000001,2010s,medium,0,0.619047619047619,0.2976190476190476,0.0,0.08333333333333333,North America
Sniper Elite V2,X360,2012,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85,0.8400000000000001,2010s,medium,0,0.5476190476190476,0.3452380952380952,0.023809523809523808,0.08333333333333333,North America
Thief (2014),PS4,2014,Action,Square Enix,0.28,0.37,0.03,0.16,0.84,0.8400000000000001,2010s,medium,0,0.3333333333333333,0.4404761904761904,0.03571428571428571,0.19047619047619047,Europe
Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0.0,0.02,0.84,0.8400000000000001,2000s,medium,0,0.7738095238095237,0.20238095238095238,0.0,0.023809523809523808,North America
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,0.56,0.11,0.13,0.05,0.84,0.8500000000000001,2010s,medium,0,0.6588235294117647,0.12941176470588234,0.15294117647058822,0.058823529411764705,North America
Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.34,0.0,0.13,0.84,0.84,2010s,medium,0,0.44047619047619047,0.4047619047619048,0.0,0.15476190476190477,North America
Devil May Cry HD Collection,PS3,2012,Action,Capcom,0.42,0.21,0.11,0.1,0.84,0.84,2010s,medium,0,0.5,0.25,0.13095238095238096,0.11904761904761905,North America
MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.68,0.0,0.0,0.16,0.84,0.8400000000000001,2010s,medium,0,0.8095238095238095,0.0,0.0,0.19047619047619047,North America
NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,0.8400000000000001,2000s,medium,0,0.8928571428571428,0.011904761904761904,0.011904761904761904,0.08333333333333333,North America
Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,0.8400000000000001,2010s,medium,0,0.4285714285714285,0.3333333333333333,0.16666666666666666,0.07142857142857142,North America
Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,0.46,0.3,0.0,0.09,0.84,0.85,2000s,medium,0,0.5411764705882354,0.35294117647058826,0.0,0.10588235294117647,North America
The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.84,0.8400000000000001,2000s,medium,0,0.7738095238095237,0.20238095238095238,0.0,0.023809523809523808,North America
NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.84,0.8500000000000001,2010s,medium,0,0.9294117647058823,0.0,0.0,0.07058823529411763,North America
Dragon Age II,PS3,2011,Action,Electronic Arts,0.4,0.27,0.05,0.12,0.84,0.8400000000000001,2010s,medium,0,0.47619047619047616,0.3214285714285714,0.05952380952380952,0.14285714285714285,North America
ATV Quad Power Racing 2,PS2,2003,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84,0.84,2000s,medium,0,0.4880952380952381,0.380952380952381,0.0,0.13095238095238096,North America
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84,0.8400000000000001,2000s,medium,0,0.8214285714285713,0.03571428571428571,0.07142857142857142,0.07142857142857142,North America
Final Fantasy,NES,1987,Role-Playing,SquareSoft,0.32,0.0,0.52,0.0,0.84,0.8400000000000001,1980s,medium,0,0.38095238095238093,0.0,0.619047619047619,0.0,Japan
Street Fighter X Tekken,PS3,2012,Fighting,Capcom,0.42,0.22,0.1,0.1,0.84,0.84,2010s,medium,0,0.5,0.2619047619047619,0.11904761904761905,0.11904761904761905,North America
Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,0.47,0.32,0.0,0.05,0.84,0.8400000000000001,2000s,medium,0,0.5595238095238094,0.38095238095238093,0.0,0.05952380952380952,North America
Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.84,0.8400000000000001,2010s,medium,0,0.619047619047619,0.2976190476190476,0.0,0.08333333333333333,North America
Big Mutha Truckers,PS2,2002,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84,0.84,2000s,medium,0,0.4880952380952381,0.380952380952381,0.0,0.13095238095238096,North America
